"","original_name","species_list_name"
"36481","Crataegus monogyna","Crataegus monogyna"
"36482","Betula pendula","Betula pendula"
"36483","Tilia cordata","Tilia cordata"
"36484","Ulmus procera","Ulmus procera"
"36485","Platanus x acerifolia","Platanus x acerifolia"
"36486","Acer platanoides","Acer platanoides"
"36487","Quercus robur","Quercus robur"
"36488","Pinus sylvestris","Pinus sylvestris"
"36489","Crataegus monogyna","Crataegus monogyna"
"36490","Tilia cordata","Tilia cordata"
"36491","ZZ Tree stump","Dead stump"
"36492","Crataegus - Species Unknown","Crataegus Spp."
"36493","Pinus pinaster","Pinus pinaster"
"36495","Crataegus monogyna","Crataegus monogyna"
"36496","Fraxinus excelsior","Fraxinus excelsior"
"36497","Pinus sylvestris","Pinus sylvestris"
"36498","Fagus sylvatica","Fagus sylvatica"
"36499","Crataegus monogyna","Crataegus monogyna"
"36500","Ilex aquifolium","Ilex aquifolium"
"36501","Fagus sylvatica","Fagus sylvatica"
"36502","Fagus sylvatica","Fagus sylvatica"
"36503","Prunus - Species Unknown","Prunus Spp."
"36504","Ailanthus altissima","Ailanthus altissima"
"36506","Robinia pseudoacacia","Robinia pseudoacacia"
"36507","Acer pseudoplatanus","Acer pseudoplatanus"
"36508","Alnus glutinosa","Alnus glutinosa"
"36509","Alnus cordata","Alnus cordata"
"36510","Fraxinus excelsior","Fraxinus excelsior"
"36511","Pinus sylvestris","Pinus sylvestris"
"36512","Fraxinus americana","Fraxinus americana"
"36513","Acer pseudoplatanus","Acer pseudoplatanus"
"36514","Tilia x europea","Tilia x europea"
"36515","Tilia x europea","Tilia x europea"
"36516","Acer campestre","Acer campestre"
"36517","Tilia x europea","Tilia x europea"
"36518","Taxus baccata","Taxus baccata"
"36519","Acer pseudoplatanus","Acer pseudoplatanus"
"36520","Quercus ilex","Quercus ilex"
"36521","Betula pendula","Betula pendula"
"36522","Platanus - Species Unknown","Platanus Spp."
"36523","Acer pseudoplatanus","Acer pseudoplatanus"
"36524","Prunus domestica","Prunus domestica"
"36526","Acer platanoides","Acer platanoides"
"36527","ZZ Dead Tree","Dead stump"
"36528","Acer campestre","Acer campestre"
"36529","Acer platanoides","Acer platanoides"
"36530","Quercus robur","Quercus robur"
"36531","Salix fragilis","Salix fragilis"
"36532","Acer platanoides","Acer platanoides"
"36533","Acer platanoides","Acer platanoides"
"36534","Crataegus monogyna","Crataegus monogyna"
"36535","Betula pendula","Betula pendula"
"36536","Fraxinus excelsior","Fraxinus excelsior"
"36537","Acer platanoides","Acer platanoides"
"36538","Fraxinus ornus","Fraxinus ornus"
"36539","Platanus x acerifolia","Platanus x acerifolia"
"36540","Pinus sylvestris","Pinus sylvestris"
"36541","Prunus avium Plena","Prunus avium Plena"
"36542","Tilia cordata","Tilia cordata"
"36543","Tilia - Species Unknown","Tilia Spp."
"36544","Sorbus - Species Unknown","Sorbus Spp."
"36545","Tilia x euchlora","Tilia x euchlora"
"36546","Alnus glutinosa Laciniata","Alnus glutinosa Laciniata"
"36547","Aesculus x carnea","Aesculus x carnea"
"36548","Prunus Sunset Boulevard","Prunus Sunset Boulevard"
"36549","Prunus cerasifera","Prunus cerasifera"
"36550","Acer pseudoplatanus","Acer pseudoplatanus"
"36551","Sorbus hupehensis","Sorbus hupehensis"
"36552","Betula pendula","Betula pendula"
"36553","Acer platanoides","Acer platanoides"
"36554","Acer pseudoplatanus","Acer pseudoplatanus"
"36555","Juglans regia","Juglans regia"
"36556","Sorbus hupehensis","Sorbus hupehensis"
"36557","Prunus avium","Prunus avium"
"36558","Carpinus betulus","Carpinus betulus"
"36559","Crataegus monogyna","Crataegus monogyna"
"36560","Fraxinus excelsior","Fraxinus excelsior"
"36561","Betula utilis jacquemontii","Betula utilis Jacquemontii"
"36562","ZZ Tree stump","Dead stump"
"36563","Pinus sylvestris","Pinus sylvestris"
"36564","Carpinus betulus","Carpinus betulus"
"36565","Prunus avium","Prunus avium"
"36566","Acer campestre","Acer campestre"
"36567","Quercus robur","Quercus robur"
"36568","Aesculus hippocastanum","Aesculus hippocastanum"
"36569","Aesculus hippocastanum","Aesculus hippocastanum"
"36570","Platanus x acerifolia","Platanus x acerifolia"
"36571","Chamaecyparis lawsoniana cv","Chamaecyparis lawsoniana Spp."
"36572","Platanus x acerifolia","Platanus x acerifolia"
"36573","Aesculus hippocastanum","Aesculus hippocastanum"
"36574","Quercus robur","Quercus robur"
"36575","Tilia - Species Unknown","Tilia Spp."
"36576","Tilia - Species Unknown","Tilia Spp."
"36577","Sorbus aria","Sorbus aria"
"36578","Aesculus hippocastanum","Aesculus hippocastanum"
"36579","Prunus lusitanica","Prunus lusitanica"
"36580","Fraxinus excelsior","Fraxinus excelsior"
"36581","Ilex aquifolium","Ilex aquifolium"
"36582","Tilia x europea","Tilia x europea"
"36583","Tilia x europea","Tilia x europea"
"36584","Sorbus - Species Unknown","Sorbus Spp."
"36585","Malus tschonoskii","Malus tschonoskii"
"36586","Cedrus deodara","Cedrus deodara"
"36587","Tilia x europea","Tilia x europea"
"36588","Ginkgo biloba","Ginkgo biloba"
"36589","Platanus x acerifolia","Platanus x acerifolia"
"36590","Acer negundo","Acer negundo"
"36591","Acer pseudoplatanus","Acer pseudoplatanus"
"36592","Acer pseudoplatanus","Acer pseudoplatanus"
"36593","Acer campestre","Acer campestre"
"36594","Acer platanoides","Acer platanoides"
"36595","Platanus x acerifolia","Platanus x acerifolia"
"36596","Acer pseudoplatanus","Acer pseudoplatanus"
"36597","Malus - Species Unknown","Malus Spp."
"36598","ZZ Tree stump","Dead stump"
"36599","Pinus sylvestris","Pinus sylvestris"
"36600","Malus - Species Unknown","Malus Spp."
"36601","Corylus colurna","Corylus colurna"
"36602","Alnus cordata","Alnus cordata"
"36603","Tilia x europea","Tilia x europea"
"36604","Tilia x europea","Tilia x europea"
"36605","Ulmus 'New Horizon'","Ulmus New Horizon"
"36606","Platanus x acerifolia","Platanus x acerifolia"
"36607","Acer platanoides","Acer platanoides"
"36608","Fraxinus - Species Unknown","Fraxinus Spp."
"36609","Tilia x europea","Tilia x europea"
"36610","Carpinus betulus","Carpinus betulus"
"36611","Fraxinus ornus","Fraxinus ornus"
"36612","Platanus x acerifolia","Platanus x acerifolia"
"36613","Betula pendula","Betula pendula"
"36614","Betula pendula","Betula pendula"
"36615","Tilia x europea","Tilia x europea"
"36616","Quercus ilex","Quercus ilex"
"36617","Tilia x europea","Tilia x europea"
"36618","Prunus - Species Unknown","Prunus Spp."
"36619","Fagus sylvatica Purpurea","Fagus sylvatica Atropurpurea"
"36620","Sorbus hupehensis","Sorbus hupehensis"
"36621","Acer negundo","Acer negundo"
"36622","Acer platanoides 'Deborah'","Acer platanoides Deborah"
"36623","Sorbus aucuparia","Sorbus aucuparia"
"36624","Acer platanoides","Acer platanoides"
"36625","Tilia x europea","Tilia x europea"
"36626","Sorbus intermedia","Sorbus intermedia"
"36627","ZZ Tree stump","Dead stump"
"36628","Malus - Species Unknown","Malus Spp."
"36629","Sorbus intermedia","Sorbus intermedia"
"36630","Platanus x acerifolia","Platanus x acerifolia"
"36631","Acer platanoides cv","Acer platanoides Spp."
"36632","Betula pendula","Betula pendula"
"36633","Prunus avium","Prunus avium"
"36634","Acer pseudoplatanus cv","Acer pseudoplatanus Spp."
"36635","Tilia x europea","Tilia x europea"
"36636","Malus - Species Unknown","Malus Spp."
"36637","Tilia x europea","Tilia x europea"
"36638","Tilia x europea","Tilia x europea"
"36639","Pyrus calleryana Chanticleer","Pyrus calleryana Chanticleer"
"36640","Prunus - Species Unknown","Prunus Spp."
"36641","Malus - Species Unknown","Malus Spp."
"36642","Betula pendula","Betula pendula"
"36643","Betula pendula","Betula pendula"
"36644","Malus sylvestris","Malus sylvestris"
"36645","Betula pendula","Betula pendula"
"36646","Acer pseudoplatanus","Acer pseudoplatanus"
"36647","Ulmus glabra","Ulmus glabra"
"36648","Sorbus intermedia","Sorbus intermedia"
"36649","Carpinus betulus","Carpinus betulus"
"36650","Gleditsia triacanthos","Gleditsia triacanthos"
"36653","Corylus avellana","Corylus avellana"
"36654","Prunus - Species Unknown","Prunus Spp."
"36655","Castanea sativa","Castanea sativa"
"36656","Betula pendula","Betula pendula"
"36657","Crataegus monogyna","Crataegus monogyna"
"36658","Chamaecyparis lawsoniana","Chamaecyparis lawsoniana"
"36659","Thuja plicata","Thuja plicata"
"36660","Tilia x europea","Tilia x europea"
"36661","Prunus - Species Unknown","Prunus Spp."
"36662","Tilia x europea","Tilia x europea"
"36663","Malus - Species Unknown","Malus Spp."
"36664","Betula pendula","Betula pendula"
"36665","Prunus cerasifera Pissardii","Prunus cerasifera Pissardii"
"36666","Acer pseudoplatanus","Acer pseudoplatanus"
"36667","Acer negundo","Acer negundo"
"36668","Aesculus hippocastanum","Aesculus hippocastanum"
"36669","Alnus incana","Alnus incana"
"36670","Acer platanoides","Acer platanoides"
"36671","Quercus rubra","Quercus rubra"
"36672","Prunus serrulata","Prunus serrulata"
"36673","Platanus x acerifolia","Platanus x acerifolia"
"36674","Crataegus monogyna","Crataegus monogyna"
"36675","Platanus x acerifolia","Platanus x acerifolia"
"36676","Pinus nigra laricio","Pinus nigra laricio"
"36677","Betula pendula","Betula pendula"
"36678","Tilia - Species Unknown","Tilia Spp."
"36679","Tilia - Species Unknown","Tilia Spp."
"36680","Prunus domestica","Prunus domestica"
"36681","Quercus rubra","Quercus rubra"
"36682","Pinus sylvestris","Pinus sylvestris"
"36683","Platanus x acerifolia","Platanus x acerifolia"
"36684","Betula nigra","Betula nigra"
"36685","Carpinus betulus Fastigiata","Carpinus betulus Fastigiata"
"36686","Acer platanoides","Acer platanoides"
"36687","Platanus x acerifolia","Platanus x acerifolia"
"36688","Sorbus commixta","Sorbus commixta"
"36689","Tilia x europea","Tilia x europea"
"36690","Tilia x europea","Tilia x europea"
"36691","Sorbus aria","Sorbus aria"
"36692","Platanus x acerifolia","Platanus x acerifolia"
"36693","Sorbus intermedia","Sorbus intermedia"
"36694","Ulmus 'New Horizon'","Ulmus New Horizon"
"36695","Platanus x acerifolia","Platanus x acerifolia"
"36696","Malus - Species Unknown","Malus Spp."
"36697","Malus x purpurea","Malus x purpurea"
"36698","Platanus x acerifolia","Platanus x acerifolia"
"36699","Tilia x europea","Tilia x europea"
"36700","Ostrya carpinifolia","Ostrya carpinifolia"
"36701","Tilia x europea","Tilia x europea"
"36702","Platanus x acerifolia","Platanus x acerifolia"
"36703","Prunus - Species Unknown","Prunus Spp."
"36704","Fraxinus - Species Unknown","Fraxinus Spp."
"36705","Celtis australis","Celtis australis"
"36706","Sorbus intermedia","Sorbus intermedia"
"36707","Tilia x europea","Tilia x europea"
"36708","Acer pseudoplatanus","Acer pseudoplatanus"
"36709","Acer platanoides","Acer platanoides"
"36710","Malus - Species Unknown","Malus Spp."
"36711","ZZ Tree stump","Dead stump"
"36712","Tilia x europea","Tilia x europea"
"36713","Tilia x europea","Tilia x europea"
"36714","Tilia x europea","Tilia x europea"
"36715","Acer platanoides","Acer platanoides"
"36716","Platanus x acerifolia","Platanus x acerifolia"
"36717","Platanus x acerifolia","Platanus x acerifolia"
"36718","Aesculus hippocastanum","Aesculus hippocastanum"
"36719","Chamaecyparis lawsoniana","Chamaecyparis lawsoniana"
"36720","Acer platanoides","Acer platanoides"
"36721","Ilex aquifolium","Ilex aquifolium"
"36722","Populus x canadensis","Populus x canadensis"
"36723","Prunus cerasifera Pissardii","Prunus cerasifera Pissardii"
"36724","Tilia x europea","Tilia x europea"
"36725","Thuja plicata","Thuja plicata"
"36726","Tilia x euchlora","Tilia x euchlora"
"36727","Tilia cordata","Tilia cordata"
"36728","Crataegus monogyna","Crataegus monogyna"
"36729","Platanus x acerifolia","Platanus x acerifolia"
"36730","Fagus sylvatica","Fagus sylvatica"
"36731","Sequoiadendron giganteum","Sequoiadendron giganteum"
"36732","Catalpa bignonioides","Catalpa bignonioides"
"36733","Quercus robur","Quercus robur"
"36734","Quercus robur","Quercus robur"
"36735","Pinus - Unknown Species","Pinus Spp."
"36736","Metasequoia glyptostroboides","Metasequoia glyptostroboides"
"36737","Populus nigra betulifolia","Populus nigra betulifolia"
"36738","Acer saccharinum","Acer saccharinum"
"36739","Malus - Species Unknown","Malus Spp."
"36740","Platanus x acerifolia","Platanus x acerifolia"
"36741","Sorbus aria","Sorbus aria"
"36742","Crataegus monogyna","Crataegus monogyna"
"36743","Ulmus - Species Unknown","Ulmus Spp."
"36744","Abies nordmanniana","Abies nordmanniana"
"36745","Alnus cordata","Alnus cordata"
"36746","Fraxinus excelsior","Fraxinus excelsior"
"36747","Aesculus hippocastanum","Aesculus hippocastanum"
"36748","Liquidambar styraciflua","Liquidambar styraciflua"
"36749","Acer pseudoplatanus","Acer pseudoplatanus"
"36750","Ginkgo biloba","Ginkgo biloba"
"36751","Pinus sylvestris","Pinus sylvestris"
"36752","Sorbus aucuparia","Sorbus aucuparia"
"36753","Platanus x acerifolia","Platanus x acerifolia"
"36754","Tilia - Species Unknown","Tilia Spp."
"36755","Platanus x acerifolia","Platanus x acerifolia"
"36756","ZZ Tree stump","Dead stump"
"36757","Malus hupehensis","Malus hupehensis"
"36758","Prunus - Species Unknown","Prunus Spp."
"36759","Tilia x europea","Tilia x europea"
"36760","Acer platanoides","Acer platanoides"
"36761","Acer platanoides","Acer platanoides"
"36762","Quercus palustris","Quercus palustris"
"36763","Aesculus hippocastanum","Aesculus hippocastanum"
"36765","Prunus padus","Prunus padus"
"36766","Salix - Species Unknown","Salix Spp."
"36767","Tilia x europea","Tilia x europea"
"36769","Acer pseudoplatanus","Acer pseudoplatanus"
"36770","Carpinus betulus","Carpinus betulus"
"36771","Platanus x acerifolia","Platanus x acerifolia"
"36772","Ginkgo biloba","Ginkgo biloba"
"36773","Fraxinus excelsior","Fraxinus excelsior"
"36774","Sorbus intermedia","Sorbus intermedia"
"36775","Fraxinus - Species Unknown","Fraxinus Spp."
"36776","Salix caprea","Salix caprea"
"36777","Prunus padus","Prunus padus"
"36778","Sorbus intermedia","Sorbus intermedia"
"36779","Populus x canadensis Robusta","Populus x canadensis"
"36780","Fraxinus excelsior","Fraxinus excelsior"
"36781","Quercus robur","Quercus robur"
"36782","Prunus Amanogawa","Prunus Amanogawa"
"36783","Populus x canadensis Robusta","Populus x canadensis"
"36784","Prunus avium","Prunus avium"
"36785","Corylus avellana","Corylus avellana"
"36786","Acer pseudoplatanus","Acer pseudoplatanus"
"36787","Robinia pseudoacacia","Robinia pseudoacacia"
"36788","Platanus x acerifolia","Platanus x acerifolia"
"36789","Chamaecyparis lawsoniana","Chamaecyparis lawsoniana"
"36790","Acer pseudoplatanus","Acer pseudoplatanus"
"36791","Acer platanoides","Acer platanoides"
"36792","Betula pendula","Betula pendula"
"36793","Pyrus calleryana Chanticleer","Pyrus calleryana Chanticleer"
"36794","Liquidambar styraciflua","Liquidambar styraciflua"
"36795","Populus alba","Populus alba"
"36796","Prunus avium Plena","Prunus avium Plena"
"36797","Fraxinus excelsior","Fraxinus excelsior"
"36798","Chamaecyparis lawsoniana cv","Chamaecyparis lawsoniana Spp."
"36799","Betula pendula","Betula pendula"
"36800","Pyrus calleryana Chanticleer","Pyrus calleryana Chanticleer"
"36801","Betula pendula","Betula pendula"
"36802","Aesculus hippocastanum","Aesculus hippocastanum"
"36803","Salix x sepulcralis chrysocoma","Salix x sepulcralis"
"36804","Acer platanoides","Acer platanoides"
"36805","Platanus x acerifolia","Platanus x acerifolia"
"36806","Prunus sargentii 'Rancho'","Prunus sargentii Rancho"
"36807","Taxus baccata","Taxus baccata"
"36808","Carpinus betulus","Carpinus betulus"
"36809","Sorbus aucuparia","Sorbus aucuparia"
"36810","Acer pseudoplatanus","Acer pseudoplatanus"
"36811","Tilia x europea","Tilia x europea"
"36812","ZZ Tree stump","Dead stump"
"36813","Fraxinus excelsior","Fraxinus excelsior"
"36814","Fraxinus excelsior","Fraxinus excelsior"
"36815","Tilia x europea","Tilia x europea"
"36816","Pinus nigra nigra","Pinus nigra Nigra"
"36817","Prunus cerasifera Pissardii","Prunus cerasifera Pissardii"
"36818","Crataegus monogyna","Crataegus monogyna"
"36819","Fraxinus excelsior","Fraxinus excelsior"
"36820","Acer - Species Unknown","Acer Spp."
"36821","Betula pendula","Betula pendula"
"36822","Tilia cordata Greenspire","Tilia cordata Greenspire"
"36823","Tilia x europea","Tilia x europea"
"36824","Platanus x acerifolia","Platanus x acerifolia"
"36825","Metasequoia glyptostroboides","Metasequoia glyptostroboides"
"36826","Tilia cordata","Tilia cordata"
"36827","Sorbus - Species Unknown","Sorbus Spp."
"36828","Platanus x acerifolia","Platanus x acerifolia"
"36829","Broussonetia papyrifera","Broussonetia papyrifera"
"36830","Prunus - Species Unknown","Prunus Spp."
"36831","Tilia cordata","Tilia cordata"
"36832","Tilia x europea","Tilia x europea"
"36833","Tilia x europea","Tilia x europea"
"36834","Sorbus intermedia","Sorbus intermedia"
"36835","Ulmus 'New Horizon'","Ulmus New Horizon"
"36836","Fraxinus - Species Unknown","Fraxinus Spp."
"36837","Acer campestre","Acer campestre"
"36838","Platanus x acerifolia","Platanus x acerifolia"
"36839","Tilia x europea","Tilia x europea"
"36840","Prunus Spire","Prunus Spire"
"36841","Acer campestre","Acer campestre"
"36842","Tilia x europea","Tilia x europea"
"36843","Quercus - Species Unknown","Quercus Spp."
"36844","Crataegus monogyna","Crataegus monogyna"
"36845","Acer pseudoplatanus","Acer pseudoplatanus"
"36847","Alnus cordata","Alnus cordata"
"36848","Nothofagus obliqua","Nothofagus obliqua"
"36849","Tilia x europea","Tilia x europea"
"36850","Acer pseudoplatanus","Acer pseudoplatanus"
"36851","Prunus spinosa","Prunus spinosa"
"36852","Prunus Snow Goose","Prunus Snow goose"
"36853","Betula pendula","Betula pendula"
